Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 4.114E-01, 5.472E+01, 2.422E+01, 4.363E+01, 6.224E+00, 7.674E+00, 4.145E+00, 3.290E-03, 5.914E+01, 1.405E+00, 2.199E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.016E+02
