Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 2.878E-01, 1.905E+01, 1.064E+01, 1.031E+01, 2.706E+00, 2.135E+00, 9.143E-01, 3.320E-03, 2.244E+01, 4.541E-01, 1.465E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.895E+01
