s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 7.2053055E+001, 5.3935229E+003, 0.0000000E+000,-2.8686574E+003, 2.2385987E+000,-1.3904108E+003,-3.2240603E-001, 4.6799525E+002, 0.0000000E+000, 1.6380252E+003, 1.6043661E+003, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 2.9217452E+004
 7.8024910E+001, 5.3996650E+003, 0.0000000E+000,-3.0125023E+003, 1.7102723E+001,-1.4606616E+003,-3.2451064E-001, 3.8852941E+002, 0.0000000E+000, 1.3779786E+003, 1.3318087E+003, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.0512109E+004
 8.4022621E+001, 5.4109104E+003, 0.0000000E+000,-3.1260886E+003, 3.0696843E+000,-1.5125477E+003,-3.2603707E-001, 3.2902694E+002, 0.0000000E+000, 1.1445441E+003, 1.1040447E+003, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.1611106E+004
 9.0097191E+001, 5.4002004E+003, 0.0000000E+000,-3.2002734E+003, 1.7810010E+001,-1.5596035E+003,-3.1686738E-001, 2.8324938E+002, 0.0000000E+000, 9.8036759E+002, 9.4106595E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.2570541E+004
 9.6082054E+001, 5.3987361E+003, 0.0000000E+000,-3.2412445E+003,-5.5977379E+000,-1.5918820E+003,-3.1599293E-001, 2.4801395E+002, 0.0000000E+000, 8.5219996E+002, 8.0770986E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.3395050E+004
 1.0200124E+002, 5.4042304E+003, 0.0000000E+000,-3.3942765E+003, 2.4735595E+001,-1.6225654E+003,-3.2546413E-001, 1.7997562E+002, 0.0000000E+000, 6.2992512E+002, 5.9177422E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.3990583E+004
 1.0816412E+002, 5.4030703E+003, 0.0000000E+000,-3.4329596E+003,-1.4055054E+001,-1.6422596E+003,-3.2263835E-001, 1.5432343E+002, 0.0000000E+000, 5.1837449E+002, 4.6779682E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.4519614E+004
 1.1408590E+002, 5.3896502E+003, 0.0000000E+000,-3.5507253E+003, 7.9416644E+000,-1.6505171E+003,-3.2967570E-001, 1.0114037E+002, 0.0000000E+000, 3.3889979E+002, 2.9716017E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.4853966E+004
 1.2002756E+002, 5.4564545E+003, 0.0000000E+000,-3.5629186E+003,-5.7169839E+000,-1.6589412E+003,-3.2559098E-001, 1.2018891E+002, 0.0000000E+000, 3.9307409E+002, 3.4874109E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.5251788E+004
 1.2612698E+002, 5.3528969E+003, 0.0000000E+000,-3.5443175E+003,-1.9637168E+001,-1.6626011E+003,-3.1733985E-001, 8.5270667E+001, 0.0000000E+000, 2.6454789E+002, 2.1129443E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.5538409E+004
 1.3207430E+002, 5.3970737E+003, 0.0000000E+000,-3.6621431E+003, 3.2082150E+001,-1.6647741E+003,-3.2608346E-001, 5.6934880E+001, 0.0000000E+000, 1.8778496E+002, 1.5884744E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.5730254E+004
 1.3802161E+002, 5.3986127E+003, 0.0000000E+000,-3.7088705E+003,-2.5917863E+000,-1.6659275E+003,-3.1692896E-001, 3.5785836E+001, 0.0000000E+000, 1.0760321E+002, 5.6691795E+001, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.5850029E+004
 1.4409914E+002, 5.3896664E+003, 0.0000000E+000,-3.6569679E+003,-3.0151341E+001,-1.6583952E+003,-3.1660767E-001, 5.7718123E+001, 0.0000000E+000, 1.5929339E+002, 1.0155352E+002, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.6043318E+004
 1.5013335E+002, 5.4181703E+003, 0.0000000E+000,-3.7278384E+003, 1.0578202E+001,-1.6566037E+003,-3.2662000E-001, 4.2328876E+001, 0.0000000E+000, 1.1936752E+002, 8.6308629E+001, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.6186695E+004
 1.5608060E+002, 5.3853803E+003, 0.0000000E+000,-3.6997714E+003,-1.6795137E+001,-1.6491126E+003,-3.2447958E-001, 4.5101874E+001, 0.0000000E+000, 1.1026292E+002, 6.4478650E+001, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.6334865E+004
 1.6204333E+002, 5.4038414E+003, 0.0000000E+000,-3.7503317E+003, 1.2307639E+001,-1.6435861E+003,-3.2024663E-001, 3.3121461E+001, 0.0000000E+000, 9.4125836E+001, 5.5032421E+001, 0.0000000E+000, 1.2108863E-001, 0.0000000E+000, 3.6444324E+004
