Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 3.153E-01, 2.117E+01, 1.109E+01, 1.318E+01, 2.819E+00, 2.649E+00, 1.647E+00, 3.265E-03, 2.491E+01, 7.703E-01, 1.487E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.857E+01
